accident_number,date,time,year,street1,street2,road_class,district,latitude,longitude,x,y,accident_location,traffctl,visibility,light,road_surface_condition,hood_158,neighbourhood_new,hood_140,neighbourhood_old,accident_class,pedestrian,cyclist,automobile,motorcycle,truck,trsn_city_veh,emerg_veh,passenger,speeding,aggressive_driving,redlight,alcohol,disability,impact_type,involvement_type,initial_direction,vehicle_type,manoeuver,driver_action,driver_condition,pedestrian_action,pedestrian_condition,cyclist_type,cyclist_action,cyclist_condition,injury,involvement_age,injury_severity_score
1001036123.0,2021-06-03 08:00:00,2332,2021,1651 ELLESMERE RD,Not Applicable,Major Arterial,Scarborough,43.772353,-79.25027,640819.5602,4848075.8854,At/Near Private Drive,Yield Sign,Clear,"Dark, artificial",Dry,142,Woburn North,137,Woburn (137),Non-Fatal Injury,0,0,1,1,0,0,0,1,0,0,0,0,0,Turning Movement,"['Driver', 'Motorcycle Driver', 'Passenger']",South,"['Automobile, Station Wagon', 'Motorcycle']","['Turning Left', 'Going Ahead']","['Improper Turn', 'Driving Properly']","['Inattentive', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['20 to 24', '15 to 19']",3.0
1001039843.0,2021-06-04 08:00:00,1321,2021,SCARLETT  RD,EGLINTON  AVE W,Major Arterial,Etobicoke York,43.68389,-79.511417,619978.56,4837839.8142,At Intersection,Traffic Controller,Clear,Daylight,Dry,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Driver', 'Cyclist']",East,"['Automobile, Station Wagon', 'Bicycle']","['Turning Left', 'Going Ahead']",['Improper Turn'],['Normal'],['Not Applicable'],['Not Applicable'],['Motorist turned left across cyclists path.'],['Driving Properly'],['Normal'],False,"['45 to 49', '20 to 24']",3.0
1001045574.0,2021-06-05 08:00:00,851,2021,PARLIAMENT  ST,RICHMOND  ST E,Major Arterial,Toronto and East York,43.654486,-79.363986,631925.8985,4834797.949,At Intersection,Traffic Signal,Clear,Daylight,Dry,73,Moss Park,73,Moss Park (73),Non-Fatal Injury,0,0,1,0,0,0,0,0,0,1,1,0,0,Angle,['Driver'],North,"['Automobile, Station Wagon', 'Pick Up Truck']",['Going Ahead'],"['Disobeyed Traffic Control', 'Driving Properly']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['40 to 44', '75 to 79']",3.0
1001046834.0,2021-06-05 08:00:00,1246,2021,PARK LAWN RD,LAKE SHORE BLVD W,Major Arterial,Etobicoke York,43.622897,-79.481166,622540.7723,4831109.9609,At Intersection,Traffic Signal,Clear,Daylight,Dry,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),Non-Fatal Injury,0,0,0,1,1,0,0,0,0,1,1,0,0,Turning Movement,"['Motorcycle Driver', 'Truck Driver']",North,"['Motorcycle', 'Truck-Tractor']","['Turning Right', 'Turning Left']","['Disobeyed Traffic Control', 'Driving Properly']","['Unknown', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['30 to 34', '20 to 24']",3.0
1001050264.0,2021-06-05 08:00:00,2120,2021,LAWRENCE  AVE E,RODDA BLVD,Major Arterial,Scarborough,43.76734,-79.190624,645632.1407,4847622.2901,At Intersection,No Control,Clear,"Dark, artificial",Dry,136,West Hill,136,West Hill (136),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon']",['Turning Left'],['Failed to Yield Right of Way'],['Had Been Drinking'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', '30 to 34']",3.0
1001050520.0,2021-06-05 08:00:00,2159,2021,QUEEN ST W,BAY ST,Major Arterial,Toronto and East York,43.65161,-79.382747,630419.2467,4834448.8741,Non Intersection,No Control,Clear,"Dark, artificial",Dry,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),Non-Fatal Injury,0,0,1,1,0,0,0,1,0,1,0,0,0,Rear End,"['Driver', 'Motorcycle Driver', 'Passenger', 'Motorcycle Passenger']",East,"['Automobile, Station Wagon', 'Motorcycle']",['Going Ahead'],"['Following too Close', 'Driving Properly']","['Inattentive', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['15 to 19', '40 to 44', '30 to 34']",3.0
1001050592.0,2021-06-05 08:00:00,2211,2021,DON VALLEY PY S,EASTERN AVE DN,Major Arterial,Toronto and East York,43.656638,-79.352527,632845.2011,4835055.2398,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Loose Sand or Gravel,70,South Riverdale,70,South Riverdale (70),Non-Fatal Injury,0,0,1,1,0,0,0,0,1,1,0,0,0,SMV Other,"['Motorcycle Driver', 'Driver']",South,"['Motorcycle', 'Automobile, Station Wagon']",['Going Ahead'],"['Improper Passing', 'Driving Properly']","['Unknown', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['20 to 24'],3.0
1001069325.0,2021-06-08 08:00:00,1444,2021,QUEEN  ST W,MANNING  AVE,Major Arterial,Toronto and East York,43.646216,-79.408542,628350.5417,4833809.5827,Intersection Related,No Control,Clear,Daylight,Dry,162,West Queen West,82,Niagara (82),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],['Running onto Roadway'],['Had Been Drinking'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['25 to 29', '35 to 39']",3.0
1001072175.0,2021-06-08 08:00:00,2209,2021,WARDEN AVE,MCNICOLL AVE,Major Arterial,Scarborough,43.809027,-79.322208,634947.3084,4852029.2751,Non Intersection,No Control,Clear,"Dark, artificial",Dry,116,Steeles,116,Steeles (116),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,['Passenger Van'],['Going Ahead'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['60 to 64', '45 to 49']",3.0
1001078704.0,2021-06-09 08:00:00,1945,2021,F G GARDINER XY  W,YORK ST,Expressway,Toronto and East York,43.64173,-79.380687,630606.7826,4833354.8109,Non Intersection,No Control,Clear,Daylight,Dry,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),Non-Fatal Injury,0,0,0,1,0,0,0,0,1,1,0,0,0,SMV Other,['Motorcycle Driver'],West,['Motorcycle'],['Going Ahead'],['Exceeding Speed Limit'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['35 to 39'],3.0
1001104105.0,2021-06-13 08:00:00,1315,2021,VICTORIA PARK AVE,FINCH AVE E,Major Arterial,Scarborough,43.793036,-79.331371,634246.1187,4850238.3162,At Intersection,Traffic Signal,Clear,Daylight,Dry,147,L'Amoreaux West,117,L'Amoreaux (117),Fatal,1,0,0,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,['Other'],['Going Ahead'],['Other'],['Unknown'],['Other'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['unknown', '65 to 69']",4.0
1001141851.0,2021-06-18 08:00:00,1550,2021,LAWRENCE  AVE W,WESTON RD,Major Arterial,Etobicoke York,43.700087,-79.516155,619564.4888,4839631.8669,Intersection Related,No Control,Clear,Daylight,Dry,113,Weston,113,Weston (113),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",North,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['50 to 54', '70 to 74']",3.0
1001142501.0,2021-06-18 08:00:00,1725,2021,720 ARROW RD,Not Applicable,Minor Arterial,North York,43.747069,-79.529887,618365.4311,4844830.1685,Non Intersection,No Control,Clear,Daylight,Dry,22,Humbermede,22,Humbermede (22),Fatal,0,0,1,1,0,0,0,0,0,1,0,0,0,Approaching,"['Motorcycle Driver', 'Driver']",North,"['Motorcycle', 'Automobile, Station Wagon']",['Going Ahead'],"['Improper Passing', 'Driving Properly']","['Unknown', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['60 to 64', '30 to 34', '65 to 69']",4.0
1001146779.0,2021-06-19 08:00:00,1015,2021,FOREST MANOR  RD,PARKWAY FOREST  DR,Collector,North York,43.775,-79.343349,633322.5321,4848215.7785,At Intersection,Stop Sign,Clear,Daylight,Dry,53,Henry Farm,53,Henry Farm (53),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon']",['Turning Left'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['30 to 34', '75 to 79']",3.0
1001147674.0,2021-06-19 08:00:00,1250,2021,DAVISVILLE AV,MOUNT PLEASANT RD,Major Arterial,Toronto and East York,43.700236,-79.38692,629977.6951,4839842.9007,At Intersection,Traffic Signal,Clear,Daylight,Dry,99,Mount Pleasant East,99,Mount Pleasant East (99),Non-Fatal Injury,1,0,0,0,1,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Truck Driver', 'Pedestrian']",North,['Truck (other)'],['Turning Left'],['Improper Turn'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['unknown', '20 to 24']",3.0
1001151188.0,2021-06-19 08:00:00,2219,2021,LAKE SHORE BLVD W,FORTY SECOND ST,Major Arterial,Etobicoke York,43.589678,-79.545596,617407.0683,4827327.5217,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,19,Long Branch,19,Long Branch (19),Fatal,0,0,1,1,0,0,0,0,0,0,0,0,0,Turning Movement,"['Driver', 'Motorcycle Driver']",East,"['Automobile, Station Wagon', 'Motorcycle']","['Turning Left', 'Going Ahead']","['Driving Properly', 'Other']","['Normal', 'Unknown']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['30 to 34', '35 to 39']",4.0
1001163687.0,2021-06-21 08:00:00,1842,2021,FINCH AVE E,KENNETH AVE,Major Arterial,North York,43.780165,-79.413295,627682.4318,4848679.1765,Non Intersection,No Control,Clear,Daylight,Dry,151,Yonge-Doris,51,Willowdale East (51),Fatal,0,0,1,0,0,1,0,1,0,0,0,0,0,Rear End,"['Driver', 'Passenger']",West,"['Automobile, Station Wagon', 'Municipal Transit Bus (TTC)']",['Going Ahead'],"['Lost control', 'Driving Properly']","['Unknown', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['75 to 79', '60 to 64']",4.0
1001195784.0,2021-06-26 08:00:00,1004,2021,HUNTINGWOOD DR,COLINAYRE CRES,Minor Arterial,Scarborough,43.794505,-79.295528,637126.4638,4850460.2337,At Intersection,No Control,Clear,Daylight,Dry,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),Fatal,0,0,0,1,0,0,0,0,0,0,0,0,0,SMV Other,['Motorcycle Driver'],East,['Motorcycle'],['Going Ahead'],['Lost control'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,['55 to 59'],4.0
1001241239.0,2021-07-02 08:00:00,1711,2021,JANE  ST,WILSON  AVE,Major Arterial,North York,43.720843,-79.508594,620132.2662,4841948.0401,Intersection Related,Traffic Signal,Clear,Daylight,Wet,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),Non-Fatal Injury,1,0,1,0,0,0,0,1,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Passenger', 'Pedestrian']",West,['Pick Up Truck'],['Turning Right'],['Driving Properly'],['Normal'],['Crossing without right of way'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['30 to 34', '55 to 59', '60 to 64']",3.0
1001246886.0,2021-07-03 08:00:00,1440,2021,RIPLEY AV,SOUTH KINGSWAY,Minor Arterial,Toronto and East York,43.636767,-79.475078,623003.6661,4832659.401,At Intersection,Stop Sign,Clear,Daylight,Dry,87,High Park-Swansea,87,High Park-Swansea (87),Non-Fatal Injury,0,0,1,1,0,0,0,0,0,0,0,0,0,Turning Movement,"['Driver', 'Motorcycle Driver']",North,"['Automobile, Station Wagon', 'Motorcycle']","['Turning Left', 'Going Ahead']","['Improper Turn', 'Driving Properly']","['Inattentive', 'Normal']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['55 to 59', '45 to 49']",3.0
1001249614.0,2021-07-03 08:00:00,2233,2021,DON VALLEY PARKWAY  S,GERRARD ST E,Expressway,Toronto and East York,43.662265,-79.355258,632612.5938,4835675.8244,Non Intersection,No Control,Clear,"Dark, artificial",Dry,70,South Riverdale,70,South Riverdale (70),Fatal,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Pedestrian', 'Driver']",South,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['15 to 19', '60 to 64']",4.0
1001250454.0,2021-07-04 08:00:00,138,2021,KINGSTON RD,SHEPPARD AVE E,Major Arterial,Scarborough,43.79885,-79.14619,649130.1928,4851201.095,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,133,Centennial Scarborough,133,Centennial Scarborough (133),Fatal,0,0,1,0,0,1,0,0,0,1,1,0,0,Angle,['Driver'],North,"['Automobile, Station Wagon', 'Municipal Transit Bus (TTC)']",['Going Ahead'],"['Disobeyed Traffic Control', 'Driving Properly']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,"['20 to 24', '60 to 64']",4.0
1001250737.0,2021-07-04 08:00:00,325,2021,SHEPPARD AVE W,WILLIAM R ALLEN RD,Major Arterial,North York,43.750273,-79.465404,623550.6979,4845280.176,Non Intersection,No Control,Clear,Dark,Dry,155,Downsview,26,Downsview-Roding-CFB (26),Fatal,0,0,0,1,0,0,0,0,0,0,0,0,0,SMV Other,['Motorcycle Driver'],East,['Motorcycle'],['Going Ahead'],['Lost control'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,['30 to 34'],4.0
1001268493.0,2021-07-06 08:00:00,1455,2021,GREENCEDAR CRCT,LAWRENCE  AVE E,Collector,Scarborough,43.758021,-79.233005,642243.0436,4846513.6034,Intersection Related,No Control,Clear,Daylight,Dry,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),Non-Fatal Injury,1,0,0,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,['Pedestrian'],East,[],[],[],[],"['Crossing, no Traffic Control']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['75 to 79'],3.0
1001270.0,2007-11-08 10:00:00,643,2007,ALBION RD,MARTIN GROVE N ALBION E RAMP,Major Arterial,Etobicoke York,43.741145,-79.58939,613585.7459,4844088.9257,At Intersection,No Control,Clear,Daylight,Dry,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Pedestrian', 'Driver']",South,"['Other', 'Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Unknown'],"['Crossing, no Traffic Control']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['45 to 49', '25 to 29']",3.0
1001274605.0,2021-07-07 08:00:00,1156,2021,WOODMOUNT  AVE,STRATHMORE BLVD,Local,Toronto and East York,43.685877,-79.31557,635759.3478,4838362.4649,At Intersection,Stop Sign,Clear,Daylight,Dry,66,Danforth,66,Danforth (66),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,['Pick Up Truck'],['Going Ahead'],['Failed to Yield Right of Way'],['Inattentive'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['35 to 39', '30 to 34']",3.0
1001297899.0,2021-07-10 08:00:00,2147,2021,WINTERTON DR,LLOYD MANOR RD,Collector,Etobicoke York,43.671847,-79.555003,616488.838,4836440.1508,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,10,Princess-Rosethorn,10,Princess-Rosethorn (10),Fatal,0,0,1,0,0,0,0,0,1,1,0,0,0,SMV Other,['Driver'],North,"['Automobile, Station Wagon']",['Going Ahead'],['Lost control'],"['Ability Impaired, Drugs']",['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,['60 to 64'],4.0
1001311707.0,2021-07-13 08:00:00,745,2021,GERRARD ST E,HORTICULTURAL AVE,Minor Arterial,Toronto and East York,43.660609,-79.374698,631048.7676,4835461.014,Intersection Related,Stop Sign,Clear,Daylight,Dry,73,Moss Park,73,Moss Park (73),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Cyclist', 'Driver']",East,"['Bicycle', 'Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],['Not Applicable'],['Not Applicable'],"['Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.']",['Improper Passing'],['Inattentive'],False,"['75 to 79', '50 to 54']",3.0
1001321784.0,2021-07-14 08:00:00,1440,2021,DON MILLS RD,GREEN BELT DR,Major Arterial,Toronto and East York,43.730017,-79.341525,633569.3593,4843222.6782,Non Intersection,No Control,Clear,Daylight,Dry,42,Banbury-Don Mills,42,Banbury-Don Mills (42),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],"['Crossing, no Traffic Control']",['Medical or Physical Disability'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['70 to 74', '15 to 19']",3.0
1001358291.0,2021-07-19 08:00:00,1740,2021,5231 YONGE ST,ELLERSLIE AVE,Major Arterial,North York,43.771399,-79.413409,627691.915,4847705.4024,Non Intersection,No Control,Clear,Daylight,Dry,151,Yonge-Doris,51,Willowdale East (51),Non-Fatal Injury,0,1,1,0,0,0,0,0,0,0,0,0,0,Cyclist Collisions,"['Cyclist', 'Driver']",South,"['Bicycle', 'Automobile, Station Wagon']","['Going Ahead', 'Stopped']",['Driving Properly'],['Unknown'],['Not Applicable'],['Not Applicable'],['Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.'],['Lost control'],['Unknown'],False,"['30 to 34', '45 to 49']",3.0
1001358898.0,2021-07-19 08:00:00,1915,2021,RIDELLE AVE,TIMES RD,Local,North York,43.702731,-79.446719,625154.0139,4840027.995,At Intersection,Stop Sign,Clear,Daylight,Dry,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,1,0,0,0,Pedestrian Collisions,"['Truck Driver', 'Pedestrian']",East,['Tow Truck'],['Going Ahead'],['Failed to Yield Right of Way'],['Normal'],['Crossing with right of way'],['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['45 to 49', '75 to 79']",3.0
1001360205.0,2021-07-19 08:00:00,2343,2021,DIXON  RD,ST PHILLIPS RD,Major Arterial,Etobicoke York,43.699752,-79.534229,618108.7779,4839568.7555,Intersection Related,No Control,Clear,"Dark, artificial",Dry,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Pedestrian']",East,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],['Running onto Roadway'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['60 to 64', '50 to 54']",3.0
1001364901.0,2021-07-20 08:00:00,1611,2021,CARLINGVIEW DR,CONSTELLATION CRT,Major Arterial,Etobicoke York,43.690688,-79.597316,613042.3515,4838474.1448,At Intersection,No Control,Clear,Daylight,Dry,1,West Humber-Clairville,1,West Humber-Clairville (1),Fatal,0,0,1,0,0,0,0,1,0,0,0,0,0,SMV Other,"['Driver', 'Passenger']",South,"['Automobile, Station Wagon']",['Going Ahead'],['Lost control'],['Unknown'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,['65 to 69'],4.0
1001373443.0,2021-07-21 08:00:00,1937,2021,27 S 427 C S RAMP,HIGHWAY 401 X  E,Expressway Ramp,Etobicoke York,43.677428,-79.577968,614626.8687,4837028.0021,Non Intersection,No Control,Clear,Daylight,Dry,1,West Humber-Clairville,1,West Humber-Clairville (1),Fatal,0,0,1,0,0,0,0,1,1,1,0,0,0,Rear End,"['Driver', 'Passenger']",South,"['Automobile, Station Wagon']",['Going Ahead'],"['Exceeding Speed Limit', 'Driving Properly']",['Normal'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],['Not Applicable'],True,['35 to 39'],4.0
1001375642.0,2021-07-22 08:00:00,624,2021,1854 EGLINTON AVE W,1854 EGLINTON AVE W,Major Arterial,North York,43.695426,-79.451267,624802.715,4839209.8183,At Intersection,Stop Sign,Clear,Daylight,Dry,109,Caledonia-Fairbank,109,Caledonia-Fairbank (109),Non-Fatal Injury,1,0,1,0,0,0,0,0,0,0,0,0,0,SMV Other,"['Driver', 'Pedestrian']",South,"['Automobile, Station Wagon']",['Going Ahead'],['Driving Properly'],['Normal'],['Crossing without right of way'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,['25 to 29'],3.0
1001385290.0,2021-07-23 08:00:00,1335,2021,VICTORIA PARK AVE,EDGE PARK  AVE,Major Arterial,Scarborough,43.718081,-79.299884,636950.2531,4841964.977,Non Intersection,No Control,Clear,Daylight,Dry,43,Victoria Village,120,Clairlea-Birchmount (120),Non-Fatal Injury,1,0,1,0,0,0,0,1,0,0,0,0,0,Pedestrian Collisions,"['Driver', 'Passenger', 'Pedestrian']",East,['Pick Up Truck'],['Going Ahead'],['Driving Properly'],['Normal'],['Running onto Roadway'],['Inattentive'],['Not Applicable'],['Not Applicable'],['Not Applicable'],False,"['35 to 39', '20 to 24']",3.0
